time,Engagement,Excitement,Stress,Relaxation,Interest,Focus
236.0,0.633012,0.321338,0.362762,0.505854,0.661003,0.300367
237.0,0.635433,0.3275086,0.36577046666666657,0.5115340666666667,0.6600857333333333,0.3030823333333333
238.0,0.6381998571428571,0.3345607142857143,0.3692087142857142,0.5180255714285714,0.6590374285714286,0.3061855714285714
239.0,0.6412434,0.34231804,0.37299078666666663,0.5251662266666667,0.6578842933333333,0.30959913333333333
240.0,0.6444922258064516,0.35059858709677416,0.37702795483870966,0.5327885096774194,0.6566533806451613,0.31324293548387094
241.0,0.6481237258064516,0.35985448709677414,0.3815406548387097,0.5413086096774193,0.6552774806451612,0.31731593548387094
242.0,0.6517552258064516,0.3691103870967742,0.3860533548387096,0.5498287096774194,0.6539015806451612,0.32138893548387093
243.0,0.6553867258064515,0.3783662870967742,0.39056605483870965,0.5583488096774194,0.6525256806451613,0.3254619354838709
244.0,0.6590182258064516,0.3876221870967742,0.3950787548387097,0.5668689096774193,0.6511497806451612,0.3295349354838709
245.0,0.6626497258064515,0.3968780870967742,0.39959145483870967,0.5753890096774193,0.6497738806451612,0.3336079354838709
246.0,0.6662812258064517,0.4061339870967742,0.40410415483870965,0.5839091096774194,0.6483979806451612,0.3376809354838709
247.0,0.668449964516129,0.400441964516129,0.40059672580645167,0.5764338548387098,0.6456244032258064,0.3376184
248.0,0.6698873225806452,0.38727598064516133,0.3930792322580645,0.5609609225806451,0.6421519870967742,0.33548809677419356
249.0,0.6709589903225807,0.3703730161290323,0.3835567064516129,0.5414891516129032,0.6383301516129032,0.3323239096774193
250.0,0.6718478129032258,0.3516015612903226,0.37303166451612907,0.5200179612903226,0.6343336064516129,0.3286427806451613
251.0,0.6726452129032258,0.33189586129032256,0.3620053645161291,0.49754706129032256,0.6302497064516128,0.32470318064516124
252.0,0.6734426129032258,0.3121901612903226,0.35097906451612904,0.47507616129032254,0.6261658064516129,0.3207635806451613
253.0,0.6742400129032258,0.2924844612903226,0.33995276451612905,0.4526052612903225,0.6220819064516129,0.31682398064516126
254.0,0.6750374129032258,0.2727787612903226,0.32892646451612906,0.43013436129032256,0.6179980064516128,0.3128843806451613
255.0,0.6758348129032259,0.2530730612903226,0.317900164516129,0.4076634612903226,0.6139141064516129,0.3089447806451613
256.0,0.6766322129032258,0.2333673612903226,0.3068738645161291,0.38519256129032253,0.6098302064516128,0.30500518064516124
257.0,0.6736722451612903,0.22186677096774193,0.3042888032258065,0.3800885258064516,0.6064235709677419,0.29860725806451616
258.0,0.6688335935483871,0.21446873548387096,0.3059243612903226,0.3836679225806452,0.6033555677419353,0.2909801741935484
259.0,0.6630556000000001,0.20912197741935484,0.30967022903225805,0.39158903548387103,0.6004568806451612,0.2827385096774193
260.0,0.656807935483871,0.20480085806451614,0.31447125161290324,0.4016810064516129,0.5976428516129032,0.27418955483870966
261.0,0.650325435483871,0.2009925580645161,0.31979985161290325,0.41285840645161287,0.5948711516129033,0.26548695483870965
262.0,0.643842935483871,0.19718425806451612,0.3251284516129032,0.4240358064516129,0.5920994516129032,0.25678435483870965
263.0,0.637360435483871,0.19337595806451613,0.33045705161290323,0.4352132064516129,0.5893277516129032,0.24808175483870964
264.0,0.6308779354838709,0.18956765806451614,0.33578565161290325,0.4463906064516129,0.5865560516129031,0.23937915483870967
265.0,0.624395435483871,0.1857593580645161,0.3411142516129032,0.4575680064516129,0.5837843516129033,0.2306765548387097
266.0,0.617912935483871,0.1819510580645161,0.3464428516129032,0.4687454064516129,0.5810126516129032,0.2219739548387097
267.0,0.6177487322580646,0.18597016451612902,0.35026368387096773,0.474534729032258,0.5822803838709677,0.23015610322580643
268.0,0.6207436774193549,0.19390297419354838,0.3533306322580645,0.47763001290322576,0.5855678322580644,0.2467806258064516
269.0,0.6253181967741936,0.20379263548387097,0.35602063870967743,0.4793782774193548,0.5898651387096774,0.26762633548387094
270.0,0.6306825032258065,0.21466072258064517,0.35852217419354837,0.48045303225806446,0.5946673741935483,0.29058263870967743
271.0,0.6364417032258065,0.22601802258064518,0.36092947419354837,0.4811910322580645,0.5997220741935484,0.3145942387096774
272.0,0.6422009032258065,0.23737532258064517,0.3633367741935484,0.4819290322580645,0.6047767741935484,0.3386058387096774
273.0,0.6479601032258064,0.24873262258064519,0.3657440741935484,0.4826670322580645,0.6098314741935484,0.36261743870967744
274.0,0.6537193032258064,0.2600899225806452,0.3681513741935484,0.4834050322580645,0.6148861741935483,0.3866290387096774
275.0,0.6594785032258064,0.2714472225806452,0.3705586741935484,0.4841430322580645,0.6199408741935484,0.41064063870967743
276.0,0.6652377032258063,0.2828045225806452,0.3729659741935484,0.48488103225806445,0.6249955741935483,0.4346522387096774
277.0,0.6660750451612902,0.28836595161290324,0.37540439677419357,0.48806904516129024,0.6254875387096773,0.44575607096774195
278.0,0.664451458064516,0.2910294451612903,0.37785838064516125,0.49248206451612897,0.6236981354838709,0.4504060193548387
279.0,0.6615974064516128,0.2922439709677419,0.3803201451612903,0.4975075870967742,0.6207680483870968,0.45182902580645157
280.0,0.6581281225806451,0.29273401290322587,0.3827858,0.5028393612903226,0.6172676193548388,0.4516385612903226
281.0,0.654351222580645,0.2928618129032258,0.38525339999999997,0.5083242612903225,0.6134820193548387,0.4506413612903226
282.0,0.6505743225806451,0.2929896129032258,0.387721,0.5138091612903226,0.6096964193548386,0.4496441612903226
283.0,0.6467974225806451,0.2931174129032258,0.3901886,0.5192940612903225,0.6059108193548387,0.44864696129032255
284.0,0.6430205225806451,0.2932452129032258,0.3926562,0.5247789612903224,0.6021252193548388,0.4476497612903226
285.0,0.639243622580645,0.2933730129032258,0.39512379999999997,0.5302638612903225,0.5983396193548387,0.4466525612903226
286.0,0.6354667225806451,0.2935008129032258,0.3975914,0.5357487612903226,0.5945540193548386,0.44565536129032257
287.0,0.6320549322580644,0.2895910387096774,0.3939232064516129,0.5320567322580645,0.5921317741935483,0.4396405096774193
288.0,0.6288256967741934,0.2836624774193548,0.3871871161290322,0.5237762387096774,0.5903912064516129,0.4311168322580645
289.0,0.6256877387096773,0.2767245225806451,0.3789170774193548,0.5132015129032257,0.5889914774193549,0.4213387419354838
290.0,0.6225954193548386,0.2692818709677419,0.369880064516129,0.5014796709677419,0.5877621677419356,0.41093344516129027
291.0,0.6195259193548387,0.2615868709677419,0.360459564516129,0.4891842709677419,0.5866180677419355,0.4002145451612903
292.0,0.6164564193548387,0.2538918709677419,0.35103906451612904,0.4768888709677419,0.5854739677419355,0.3894956451612903
293.0,0.6133869193548387,0.24619687096774193,0.34161856451612904,0.4645934709677419,0.5843298677419355,0.37877674516129034
294.0,0.6103174193548387,0.23850187096774192,0.33219806451612904,0.4522980709677419,0.5831857677419354,0.36805784516129036
295.0,0.6072479193548387,0.23080687096774194,0.32277756451612905,0.4400026709677419,0.5820416677419356,0.35733894516129033
296.0,0.6041784193548387,0.22311187096774193,0.313357064516129,0.4277072709677419,0.5808975677419356,0.34662004516129036
297.0,0.6032182870967742,0.22212546451612902,0.31080139032258064,0.42139938064516125,0.5820036870967742,0.3383706161290323
298.0,0.6033128387096773,0.22449335483870966,0.31167812903225806,0.4180852451612903,0.5842349161290323,0.33135592258064517
299.0,0.6039347322580645,0.22853839354838706,0.3142710741935484,0.41626798709677415,0.5870287000000001,0.3249585967741936
300.0,0.6048202967741936,0.23342200645161287,0.31772212258064514,0.41519916774193544,0.5901037612903226,0.3188699548387097
301.0,0.6058376967741935,0.2387249064516129,0.3216022225806452,0.41450456774193545,0.5933194612903225,0.31293565483870966
302.0,0.6068550967741935,0.2440278064516129,0.32548232258064513,0.41380996774193546,0.5965351612903225,0.3070013548387097
303.0,0.6078724967741935,0.2493307064516129,0.3293624225806452,0.41311536774193547,0.5997508612903226,0.30106705483870966
304.0,0.6088898967741935,0.2546336064516129,0.3332425225806452,0.4124207677419354,0.6029665612903226,0.2951327548387097
305.0,0.6099072967741934,0.2599365064516129,0.3371226225806452,0.41172616774193543,0.6061822612903225,0.28919845483870965
306.0,0.6109246967741935,0.2652394064516129,0.3410027225806452,0.4110315677419354,0.6093979612903225,0.2832641548387097
307.0,0.6091092709677418,0.26869497741935483,0.34355915806451615,0.4125795483870967,0.6105879064516129,0.28804923548387096
308.0,0.6058774322580645,0.2712268838709677,0.3454537612903226,0.41524881935483865,0.6107649741935482,0.29819400645161287
309.0,0.6019373870967741,0.27329695806451615,0.3470174483870968,0.41847873548387093,0.6104356032258064,0.31101862258064517
310.0,0.5976432387096773,0.2751361161290322,0.34841567741935486,0.4219889741935483,0.6098530129032258,0.32518316129032254
311.0,0.5931720387096773,0.2768598161290322,0.3497311774193549,0.42563937419354836,0.6091438129032258,0.3400176612903225
312.0,0.5887008387096774,0.2785835161290322,0.3510466774193548,0.42928977419354836,0.6084346129032258,0.35485216129032254
313.0,0.5842296387096774,0.2803072161290322,0.3523621774193548,0.43294017419354835,0.6077254129032258,0.36968666129032257
314.0,0.5797584387096774,0.2820309161290322,0.35367767741935485,0.4365905741935484,0.6070162129032257,0.38452116129032254
315.0,0.5752872387096775,0.2837546161290322,0.3549931774193549,0.44024097419354835,0.6063070129032258,0.3993556612903225
316.0,0.5708160387096773,0.2854783161290322,0.35630867741935485,0.44389137419354835,0.6055978129032258,0.4141901612903225
317.0,0.5681365806451613,0.28392392580645154,0.360151970967742,0.45139287096774194,0.6054423677419354,0.41776711290322577
318.0,0.5663529935483871,0.2807304903225806,0.36525916129032254,0.4608199161290322,0.6055637999999999,0.4157152903225806
319.0,0.5650173419354838,0.2767175322580645,0.3709983,0.47120973548387096,0.6058236709677418,0.41084908064516124
320.0,0.5639056580645161,0.27229481290322577,0.3770534129032258,0.48208094193548384,0.6061527612903226,0.4045756774193548
321.0,0.562905958064516,0.26766721290322576,0.38326651290322583,0.49319284193548385,0.6065164612903224,0.39759867741935484
322.0,0.561906258064516,0.26303961290322575,0.3894796129032258,0.5043047419354838,0.6068801612903225,0.39062167741935483
323.0,0.5609065580645161,0.2584120129032258,0.39569271290322583,0.5154166419354839,0.6072438612903226,0.3836446774193548
324.0,0.559906858064516,0.2537844129032258,0.4019058129032258,0.5265285419354839,0.6076075612903225,0.3766676774193548
325.0,0.558907158064516,0.24915681290322578,0.40811891290322583,0.5376404419354839,0.6079712612903225,0.3696906774193548
326.0,0.557907458064516,0.2445292129032258,0.41433201290322585,0.5487523419354838,0.6083349612903225,0.3627136774193548
327.0,0.556369951612903,0.24684679999999998,0.41412792580645164,0.5504360096774193,0.6086453967741934,0.3583131419354839
328.0,0.5545635419354837,0.25263698064516127,0.4107152451612903,0.5474055612903226,0.6089292,0.35520083870967745
329.0,0.5526226806451612,0.26016345806451613,0.4056982677419355,0.5420180548387097,0.6091996870967742,0.35273265161290324
330.0,0.550614593548387,0.2685580838709677,0.3998791419354839,0.5354520193548387,0.6094635161290323,0.35058652258064515
331.0,0.5485728935483871,0.2773867838709677,0.3936589419354839,0.5282967193548387,0.6097240161290323,0.34860142258064514
332.0,0.546531193548387,0.28621548387096774,0.3874387419354839,0.5211414193548387,0.6099845161290323,0.3466163225806451
333.0,0.544489493548387,0.29504418387096776,0.3812185419354839,0.5139861193548387,0.6102450161290323,0.34463122258064516
334.0,0.5424477935483871,0.3038728838709678,0.37499834193548387,0.5068308193548386,0.6105055161290321,0.34264612258064514
335.0,0.5404060935483871,0.3127015838709677,0.36877814193548386,0.49967551935483867,0.6107660161290323,0.3406610225806451
336.0,0.538364393548387,0.3215302838709677,0.36255794193548385,0.4925202193548387,0.6110265161290322,0.33867592258064516
337.0,0.5376631322580645,0.337598829032258,0.36233366451612903,0.4868333580645161,0.6120596096774192,0.3326173774193548
338.0,0.5376320903225806,0.3572872967741935,0.36510734838709674,0.48188071612903227,0.6134789999999999,0.32452210967741935
339.0,0.5379361580645161,0.37878572580645153,0.36938001290322575,0.4772951838709677,0.6150915387096774,0.3154084806451613
340.0,0.5384077806451613,0.4011891354838709,0.37440216774193547,0.47289320645161287,0.6168006516129031,0.3057856709677419
341.0,0.5389631806451614,0.4240450354838709,0.3797990677419355,0.4685830064516129,0.6185580516129031,0.2959082709677419
342.0,0.5395185806451613,0.4469009354838709,0.3851959677419355,0.4642728064516129,0.6203154516129031,0.28603087096774193
343.0,0.5400739806451613,0.46975683548387087,0.39059286774193547,0.4599626064516129,0.6220728516129032,0.2761534709677419
344.0,0.5406293806451614,0.4926127354838709,0.3959897677419355,0.45565240645161287,0.6238302516129031,0.26627607096774186
345.0,0.5411847806451613,0.5154686354838709,0.40138666774193554,0.4513422064516129,0.6255876516129031,0.2563986709677419
346.0,0.5417401806451614,0.5383245354838708,0.40678356774193547,0.4470320064516129,0.6273450516129031,0.2465212709677419
347.0,0.5375530258064517,0.5496942935483871,0.40864828709677414,0.44335442580645157,0.6329628387096773,0.24006890322580643
348.0,0.5309945935483872,0.5553209806451612,0.40874691612903225,0.4399931548387097,0.6405108193548386,0.2353290516129032
349.0,0.5232505225806452,0.5580761322580644,0.4079625,0.4367900387096774,0.6490238967741935,0.2314454580645161
350.0,0.5149136322580645,0.5593955161290322,0.4067365612903226,0.433666,0.6580195225806451,0.22798999354838706
351.0,0.5062803322580646,0.5599970161290322,0.40528986129032263,0.43058150000000006,0.6672564225806452,0.2247485935483871
352.0,0.4976470322580645,0.5605985161290322,0.4038431612903226,0.427497,0.6764933225806451,0.22150719354838708
353.0,0.48901373225806455,0.5612000161290323,0.4023964612903226,0.4244125,0.6857302225806451,0.2182657935483871
354.0,0.4803804322580645,0.5618015161290322,0.40094976129032256,0.42132800000000004,0.6949671225806452,0.2150243935483871
355.0,0.47174713225806447,0.5624030161290323,0.39950306129032254,0.4182435,0.7042040225806452,0.2117829935483871
356.0,0.46311383225806446,0.5630045161290322,0.39805636129032257,0.41515900000000006,0.7134409225806452,0.20854159354838708
357.0,0.45379820967741935,0.5674888032258065,0.3913327580645161,0.4083699322580645,0.7213424935483872,0.21932156129032257
358.0,0.44414142580645155,0.5739144838709678,0.38197070322580645,0.39972858064516137,0.7285764,0.2371122129032258
359.0,0.4343140612903226,0.5813108612903226,0.3712894225806451,0.3901610870967742,0.7354764741935484,0.2584082064516129
360.0,0.42440140645161284,0.5891925870967742,0.35994852903225805,0.38013052258064517,0.7422096322580646,0.2814568709677419
361.0,0.41444610645161284,0.5973169870967742,0.348277829032258,0.3698684225806452,0.7488593322580646,0.30538187096774194
362.0,0.40449080645161284,0.6054413870967742,0.33660712903225803,0.3596063225806452,0.7555090322580645,0.3293068709677419
363.0,0.39453550645161284,0.6135657870967741,0.32493642903225806,0.34934422258064524,0.7621587322580645,0.3532318709677419
364.0,0.38458020645161284,0.6216901870967741,0.313265729032258,0.3390821225806452,0.7688084322580646,0.37715687096774186
365.0,0.37462490645161284,0.6298145870967742,0.30159502903225804,0.3288200225806452,0.7754581322580646,0.4010818709677419
366.0,0.36466960645161284,0.6379389870967742,0.28992432903225807,0.3185579225806452,0.7821078322580646,0.4250068709677419
367.0,0.3627292741935484,0.6324379419354839,0.28679762903225803,0.3191158483870968,0.7710853774193549,0.4357900903225806
368.0,0.36479642580645155,0.6201241741935484,0.28794292903225804,0.3250837870967742,0.7512268451612905,0.44000241935483864
369.0,0.3688673193548387,0.6044040451612903,0.2912242290322581,0.33375673225806457,0.7269502741935485,0.44092930322580637
370.0,0.3739400838709677,0.586980735483871,0.29557352903225803,0.3437821806451613,0.7004646838709678,0.44021346451612897
371.0,0.3795137838709677,0.568705835483871,0.30045682903225807,0.35448388064516134,0.6728745838709678,0.43867626451612896
372.0,0.3850874838709677,0.550430935483871,0.30534012903225805,0.3651855806451613,0.6452844838709678,0.43713906451612894
373.0,0.3906611838709677,0.532156035483871,0.3102234290322581,0.3758872806451613,0.6176943838709678,0.43560186451612903
374.0,0.3962348838709677,0.5138811354838709,0.31510672903225806,0.38658898064516134,0.5901042838709678,0.434064664516129
375.0,0.4018085838709677,0.49560623548387095,0.3199900290322581,0.3972906806451613,0.5625141838709677,0.432527464516129
376.0,0.40738228387096764,0.4773313354838709,0.3248733290322581,0.4079923806451613,0.5349240838709677,0.430990264516129
377.0,0.41476795806451605,0.47377302903225804,0.32762093870967746,0.40468267419354836,0.5257155580645161,0.4269871548387097
378.0,0.42305961935483866,0.47757301935483865,0.32930070322580646,0.394367264516129,0.5256978193548387,0.4217510903225806
379.0,0.4318042741935484,0.48505215806451607,0.33044654516129035,0.3805490032258064,0.5302754741935485,0.4158985483870968
380.0,0.44077542580645157,0.4943708709677419,0.33132542580645163,0.3649793161290323,0.5371508258064517,0.4097377677419355
381.0,0.44985982580645156,0.5046093709677419,0.33207082580645164,0.34853391612903223,0.5451750258064516,0.4034228677419355
382.0,0.4589442258064516,0.514847870967742,0.3328162258064516,0.33208851612903223,0.5531992258064515,0.39710796774193546
383.0,0.4680286258064516,0.525086370967742,0.3335616258064516,0.31564311612903223,0.5612234258064517,0.39079306774193545
384.0,0.47711302580645165,0.5353248709677421,0.3343070258064516,0.29919771612903223,0.5692476258064516,0.3844781677419355
385.0,0.48619742580645164,0.5455633709677419,0.3350524258064516,0.2827523161290322,0.5772718258064516,0.3781632677419355
386.0,0.49528182580645164,0.5558018709677419,0.3357978258064516,0.26630691612903223,0.5852960258064517,0.3718483677419354
387.0,0.5036450387096775,0.5471253258064516,0.3393184,0.26857222580645157,0.5825543419354839,0.36992237096774194
388.0,0.5116476580645162,0.5289912580645161,0.3442265612903226,0.2801928903225806,0.5744297161290322,0.3701908258064516
389.0,0.5194699806451613,0.5061284290322581,0.3498285161290322,0.2964912322580645,0.5636136193548387,0.37155650645161287
390.0,0.5272021548387097,0.48090121935483865,0.35577736774193547,0.3151284129032258,0.5514517870967741,0.3734708
391.0,0.5348892548387097,0.45449181935483873,0.3618996677419355,0.3349350129032258,0.5386170870967742,0.3756594
392.0,0.5425763548387097,0.4280824193548387,0.3680219677419355,0.3547416129032258,0.5257823870967742,0.377848
393.0,0.5502634548387098,0.4016730193548387,0.37414426774193543,0.3745482129032258,0.5129476870967742,0.38003659999999995
394.0,0.5579505548387097,0.37526361935483865,0.3802665677419355,0.3943548129032258,0.5001129870967742,0.38222519999999993
395.0,0.5656376548387098,0.34885421935483873,0.3863888677419355,0.41416141290322583,0.48727828709677423,0.3844138
396.0,0.5733247548387097,0.3224448193548387,0.3925111677419355,0.43396801290322584,0.4744435870967742,0.3866024
397.0,0.5757137387096776,0.30780661935483866,0.3998137,0.4450753096774194,0.46907804838709677,0.3829185870967742
398.0,0.575453664516129,0.29905401935483866,0.40770634838709674,0.45183295483870967,0.46744709032258064,0.3762985677419355
399.0,0.5738690612903226,0.2932442193548387,0.41589405483870967,0.4564157741935484,0.46768342258064516,0.3682104451612903
400.0,0.5716221935483872,0.28890581935483867,0.42422929032258067,0.45991118064516134,0.4688534,0.35938827096774195
401.0,0.5690441935483872,0.28530311935483865,0.4326382903225806,0.46286288064516135,0.47049019999999997,0.35019907096774194
402.0,0.5664661935483871,0.2817004193548387,0.4410472903225806,0.46581458064516135,0.472127,0.34100987096774193
403.0,0.5638881935483872,0.27809771935483873,0.4494562903225806,0.46876628064516135,0.4737638,0.3318206709677419
404.0,0.5613101935483872,0.27449501935483867,0.45786529032258055,0.47171798064516135,0.4754006,0.3226314709677419
405.0,0.5587321935483871,0.2708923193548387,0.4662742903225806,0.47466968064516135,0.4770374,0.3134422709677419
406.0,0.5561541935483871,0.2672896193548387,0.47468329032258055,0.47762138064516135,0.4786742,0.3042530709677419
407.0,0.5524522193548387,0.26281920322580643,0.4754932193548387,0.47956616451612905,0.47997030322580647,0.2976232
408.0,0.5481882580645161,0.25791492903225804,0.47250361290322573,0.48100749032258067,0.4810960580645161,0.2922729935483871
409.0,0.5436433032258066,0.25279372580645165,0.46761423870967733,0.4821970870967742,0.4821366387096774,0.28756261935483873
410.0,0.5389578516129032,0.24756405806451612,0.4617749806451612,0.4832608193548388,0.4831346322580645,0.2831721612903226
411.0,0.5342021516129033,0.24228015806451614,0.4554607806451612,0.48426161935483875,0.4841113322580646,0.27894166129032255
412.0,0.5294464516129033,0.23699625806451613,0.4491465806451612,0.4852624193548387,0.4850880322580645,0.2747111612903226
413.0,0.5246907516129032,0.23171235806451612,0.4428323806451613,0.48626321935483874,0.4860647322580645,0.27048066129032255
414.0,0.5199350516129033,0.2264284580645161,0.43651818064516124,0.48726401935483876,0.4870414322580645,0.2662501612903226
415.0,0.5151793516129033,0.22114455806451616,0.4302039806451612,0.48826481935483873,0.48801813225806456,0.26201966129032256
416.0,0.5104236516129033,0.21586065806451615,0.42388978064516125,0.48926561935483875,0.4889948322580645,0.2577891612903226
417.0,0.5110441580645162,0.21537386774193548,0.42087555483870964,0.4917838903225807,0.48941240967741934,0.2610445967741935
418.0,0.5143527677419355,0.21728563225806452,0.41951131612903225,0.49506089677419357,0.4895504258064516,0.268043
419.0,0.5190054290322581,0.2203966741935484,0.4189720709677419,0.498717270967742,0.4895486612903226,0.2769128870967742
420.0,0.5243301161290324,0.2241073548387097,0.4188453225806451,0.5025633290322581,0.4894770064516129,0.28671851612903226
421.0,0.5299908161290323,0.22811785483870967,0.4189248225806451,0.5065042290322581,0.4893704064516129,0.29699201612903225
422.0,0.5356515161290323,0.2321283548387097,0.4190043225806451,0.5104451290322581,0.48926380645161294,0.3072655161290323
423.0,0.5413122161290322,0.23613885483870972,0.41908382258064514,0.5143860290322582,0.48915720645161287,0.31753901612903224
424.0,0.5469729161290323,0.24014935483870972,0.41916332258064515,0.5183269290322581,0.48905060645161286,0.3278125161290323
425.0,0.5526336161290323,0.24415985483870972,0.41924282258064516,0.522267829032258,0.48894400645161284,0.3380860161290322
426.0,0.5582943161290324,0.24817035483870972,0.41932232258064517,0.5262087290322581,0.4888374064516129,0.34835951612903227
427.0,0.5596348096774193,0.25448728064516135,0.42248600322580643,0.5295314096774193,0.4894615419354838,0.3514918548387097
428.0,0.5588152,0.26195741935483874,0.42719177419354837,0.5325449806451613,0.49045104516129023,0.3510536129032258
429.0,0.5569155387096775,0.2700041645161291,0.43266859032258065,0.5354039967741935,0.4916232322580644,0.34883008064516124
430.0,0.5544758516129032,0.27833921290322583,0.43853092903225804,0.538185735483871,0.4928867612903225,0.3457139032258064
431.0,0.5517661516129033,0.28681841290322585,0.4445860290322581,0.540928835483871,0.4941959612903225,0.34215140322580645
432.0,0.5490564516129033,0.29529761290322587,0.45064112903225806,0.543671935483871,0.4955051612903225,0.3385889032258064
433.0,0.5463467516129032,0.30377681290322583,0.45669622903225804,0.546415035483871,0.4968143612903225,0.33502640322580646
434.0,0.5436370516129032,0.3122560129032258,0.462751329032258,0.5491581354838709,0.49812356129032254,0.33146390322580643
435.0,0.5409273516129032,0.3207352129032258,0.468806429032258,0.551901235483871,0.4994327612903225,0.3279014032258064
436.0,0.5382176516129032,0.32921441290322584,0.47486152903225803,0.554644335483871,0.5007419612903226,0.32433890322580644
437.0,0.5337889322580645,0.330537535483871,0.47714336451612904,0.555053964516129,0.5003963483870967,0.32008690645161286
438.0,0.5285007032258064,0.3282826193548387,0.4775385677419355,0.5542968580645161,0.49922332903225797,0.3154901612903226
439.0,0.5227827193548387,0.32423868387096777,0.4769904548387096,0.5529563838709677,0.4976366064516128,0.3107210419354839
440.0,0.5168498580645161,0.31930023870967744,0.4759706838709677,0.5513242258064517,0.4958430322580645,0.30586573548387097
441.0,0.5108095580645161,0.31391453870967745,0.4747150838709677,0.5495462258064516,0.4939460322580645,0.30096733548387095
442.0,0.5047692580645161,0.3085288387096774,0.4734594838709677,0.5477682258064516,0.4920490322580645,0.2960689354838709
443.0,0.4987289580645161,0.30314313870967746,0.4722038838709677,0.5459902258064516,0.4901520322580645,0.291170535483871
444.0,0.4926886580645161,0.2977574387096774,0.47094828387096777,0.5442122258064517,0.48825503225806444,0.286272135483871
445.0,0.4866483580645161,0.2923717387096774,0.46969268387096774,0.5424342258064516,0.48635803225806445,0.28137373548387096
446.0,0.4806080580645161,0.2869860387096774,0.4684370838709678,0.5406562258064516,0.4844610322580645,0.276475335483871
447.0,0.4777992935483871,0.2842695,0.4658688645161291,0.5365273612903225,0.48458699999999993,0.2709811677419355
448.0,0.4766062967741935,0.2828875419354839,0.46264433548387096,0.5312230645161291,0.4857244516129032,0.2651891161290323
449.0,0.4762211838709678,0.2821728741935484,0.4590916516129032,0.5253310516129033,0.4873676451612903,0.25924812258064517
450.0,0.4762400129032258,0.28179185161290327,0.45537489032258066,0.5191451806451612,0.48926370967741933,0.2532326580645161
451.0,0.47646081290322584,0.28157765161290327,0.4515760903225806,0.5128123806451612,0.4912862096774193,0.24717995806451615
452.0,0.4766816129032258,0.2813634516129032,0.4477772903225806,0.5064795806451612,0.49330870967741935,0.24112725806451613
453.0,0.47690241290322577,0.2811492516129032,0.44397849032258063,0.5001467806451613,0.4953312096774193,0.23507455806451613
454.0,0.4771232129032258,0.2809350516129032,0.44017969032258064,0.4938139806451613,0.4973537096774193,0.22902185806451614
455.0,0.4773440129032258,0.2807208516129032,0.43638089032258065,0.4874811806451612,0.4993762096774193,0.22296915806451612
456.0,0.47756481290322583,0.2805066516129032,0.43258209032258066,0.4811483806451613,0.5013987096774193,0.21691645806451612
457.0,0.47539619354838714,0.2809794709677419,0.4302276258064516,0.4786180580645161,0.5025703193548388,0.21784476451612905
458.0,0.472032864516129,0.2817958,0.42859532903225805,0.47798897419354835,0.5033164838709676,0.22226357419354836
459.0,0.4680721806451613,0.28278388387096776,0.42732411612903226,0.47831050967741934,0.5038499258064515,0.22842763548387096
